case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-01105,TXN-415242,did not receive the product. possible mix up,Product not received,42318.07,True,False,True,True
SYN-00208,TXN-362147,unclear problem with this purchase,Other,10551.35,False,False,True,True
SYN-01097,TXN-351262,order never delivered although tracking says pending. merchant disagrees,Product not received,4079.54,False,False,False,True
SYN-00729,TXN-780956,did not receive the product. possible mix up,Product not received,22077.96,False,True,True,True
SYN-00353,TXN-353777,my parcel has not arrived,Product not received,47573.17,False,False,False,True
SYN-00030,TXN-997546,invoice total differs from debit. urgent,Incorrect transaction amount,33345.62,True,False,True,True
SYN-00339,TXN-909676,duplicate payment appears on my card,Duplicate charge,28628.82,True,False,True,True
SYN-01217,TXN-140712,did not receive the product,Product not received,30776.72,False,False,False,True
SYN-01549,TXN-380531,unknown purchase on my statement,Transaction not recognized,39607.47,True,False,True,True
SYN-00001,TXN-671858,did not receive the product. custmer says,Product not received,50816.8,True,False,True,True
SYN-01233,TXN-733729,did not receive the product,Product not received,56816.75,True,False,True,True
SYN-00563,TXN-302897,same transaction debited two times,Duplicate charge,58255.55,False,False,False,True
SYN-01089,TXN-841761,did not receive the product. please help,Product not received,59752.47,False,False,False,True
SYN-00787,TXN-301898,same transaction debited to times,Duplicate charge,24201.17,True,False,True,True
SYN-00945,TXN-481377,order never delivered although tracking says pending,Product not received,12819.66,False,False,False,True
SYN-00345,TXN-541557,order never delivered although tracking says pending. merchant disagrees,Product not received,32713.22,False,True,True,True
SYN-00145,TXN-945664,did not receive the product,Product not received,36241.7,True,False,True,True
SYN-01145,TXN-206105,order never delivered although tracking says pending,Product not received,19781.05,True,True,True,True
SYN-01465,TXN-898598,my parcel has not arrived,Product not received,61086.67,False,False,False,True
SYN-01265,TXN-722217,my parcel has not arrived. ref tx,Product not received,48826.97,True,False,True,True
SYN-00101,TXN-219629,unknown purchase on my statement,Transaction not recognized,64656.74,False,False,False,True
SYN-00714,TXN-731559,product quality and colour do not match,Product not as described,49027.54,False,False,False,True
SYN-01569,TXN-348490,did not receive the product. urgent,Product not received,38424.97,True,False,True,True
SYN-00782,TXN-630573,amount taken is higher than agreed. please help,Incorrect transaction amount,7125.88,True,False,True,True
SYN-00356,TXN-360289,merchant has not processed my refund,Refund not processed,8379.94,False,False,False,True
SYN-00199,TXN-843266,renewal debit after cancellation. merchant disagrees,Subscription cancellation dispute,9844.71,False,False,False,True
SYN-00455,TXN-700660,membership was cancelled but billing continued. custmer says,Subscription cancellation dispute,52709.93,True,True,True,True
SYN-01201,TXN-838857,order never delivered although tracking says pending. details missing,Product not received,37855.32,False,False,False,True
SYN-00777,TXN-661916,order never delivered although tracing says pending,Product not received,23798.93,True,False,True,True
SYN-00252,TXN-571435,refund promised but not received,Refund not processed,9363.76,True,False,True,True
SYN-00889,TXN-897846,order never delivered although tracking says pending,Product not received,56537.13,False,False,False,True
SYN-01140,TXN-330063,return completed but money not credited. merchant disagrees,Refund not processed,3355.02,False,False,False,True
SYN-00614,TXN-888930,amount taken is higher than agreed. ref tx,Incorrect transaction amount,39950.49,False,False,False,True
SYN-00452,TXN-243079,refund promised but not received,Refund not processed,22771.34,False,True,True,True
SYN-00913,TXN-417960,order never delivered although tracking says pending,Product not received,10943.36,False,False,False,True
SYN-00680,TXN-135138,I have another issue with this transaction,Other,18686.98,False,False,False,True
SYN-00969,TXN-878261,did not receive the product,Product not received,72166.32,False,False,False,True
SYN-01057,TXN-481405,order never delivered although tracking says pending,Product not received,11740.48,False,False,False,True
SYN-00481,TXN-447596,my parcel has not arrived. ref tx,Product not received,3099.97,False,False,False,True
SYN-00409,TXN-832614,order never delivered although tracking says pending,Product not received,5144.47,False,False,False,True
SYN-01009,TXN-478108,order never delivered although tracking says pending. please help,Product not received,21218.13,False,False,False,True
SYN-00729,TXN-780956,did not receive the product. possible mix up,Product not received,22077.96,False,True,True,True
SYN-00753,TXN-287567,did not receive the product,Product not received,33925.71,True,False,True,True
SYN-00497,TXN-787991,my parcel has not arrived,Product not received,20910.27,True,False,True,True
SYN-00698,TXN-685126,service was not as advertised,Product not as described,4739.43,True,False,True,True
SYN-00327,TXN-287974,renewal debit after cancellaion,Subscription cancellation dispute,70490.39,False,False,False,True
SYN-01492,TXN-229431,merchant has not processed my refund. possible mix up,Refund not processed,61945.03,False,False,False,True
SYN-01383,TXN-258898,charged after cancelling subscription. possible mix up,Subscription cancellation dispute,21900.22,False,False,False,True
SYN-01352,TXN-337686,unclear problem with this purchase. details missing,Other,16977.82,False,True,True,True
SYN-01527,TXN-947954,membership was cancelled but billing continued,Subscription cancellation dispute,61074.88,True,True,True,True
SYN-00415,TXN-367508,membership was cancelled but billing continued,Subscription cancellation dispute,27702.41,False,False,False,True
SYN-01442,TXN-883369,product quality and colour do not match. urgent,Product not as described,31894.98,False,False,False,True
SYN-00425,TXN-986575,order neverdelivered although tracking says pending,Product not received,69111.25,False,True,True,True
SYN-00576,TXN-556379,payment dispute needs investigation,Other,55654.59,False,False,False,True
SYN-00404,TXN-695990,return completed but money not credited. please help,Refund not processed,64588.75,False,True,True,True
SYN-01073,TXN-693071,did not receive the product,Product not received,74177.19,False,False,False,True
SYN-00848,TXN-456581,unclear problem with this purchase. please help,Other,40189.58,False,True,True,True
SYN-01334,TXN-628291,charged the wrong amount. urgent,Incorrect transaction amount,38556.63,True,False,True,True
SYN-01465,TXN-898598,my parcel has not arrived,Product not received,61086.67,False,False,False,True
SYN-00281,TXN-976822,my parcel has not arrived,Product not received,68988.6,False,True,True,True
SYN-01144,TXN-282750,payment dispute needs investigation. please help,Other,19796.78,True,False,True,True
SYN-00604,TXN-106918,return completed but money not credited,Refund not processed,66560.35,True,False,True,True
SYN-00626,TXN-375871,item is different from its description,Product not as described,6792.01,False,False,False,True
SYN-00151,TXN-242254,charged after cancelling subscription. please help,Subscription cancellation dispute,66566.88,False,True,True,True
SYN-00049,TXN-348237,did not receive the product. possible mix up,Product not received,56260.67,False,False,False,True
SYN-01219,TXN-544638,same transaction debited two times. custmer says,Duplicate charge,48887.44,False,False,False,True
SYN-00783,TXN-649063,charged after cancelling subscription,Subscription cancellation dispute,36363.18,True,False,True,True
SYN-01559,TXN-499812,renewal debit after cancellation,Subscription cancellation dispute,12357.82,False,False,False,True
SYN-01531,TXN-174310,same transaction debited two times,Duplicate charge,46984.83,False,False,False,True
SYN-01449,TXN-701828,my parcel has not arrived. merchant disagrees,Product not received,50416.27,False,False,False,True
SYN-01465,TXN-898598,my parcel has not arrived,Product not received,61086.67,False,False,False,True
SYN-00040,TXN-356150,I have another issue with this transaction,Other,5344.66,True,False,True,True
SYN-00137,TXN-823846,did not receie the product,Product not received,72159.74,False,False,False,True
SYN-01529,TXN-863660,order never delivered although tracking says pending,Product not received,51240.3,False,False,False,True
SYN-01230,TXN-390206,amount taken is higherthan agreed,Incorrect transaction amount,28453.47,True,False,True,True
SYN-01205,TXN-402467,unknown purchase on my statement,Transaction not recognized,48673.52,False,False,False,True
SYN-00097,TXN-389930,my parcel has not arrived,Product not received,55447.37,False,False,False,True
SYN-01096,TXN-203540,unclear problem with this purchase. details missing,Other,22491.52,True,False,True,True
SYN-00751,TXN-823468,membership was cancelled but billing continued,Subscription cancellation dispute,68943.57,True,False,True,True
SYN-00305,TXN-146385,my parcel has not arrived. please help,Product not received,18505.36,False,False,False,True
SYN-00633,TXN-630829,order never delivered although tracking says pending. urgent,Product not received,13291.78,False,True,True,True
SYN-01418,TXN-220063,item is different from its description,Product not as described,41458.33,True,False,True,True
SYN-00238,TXN-265156,invoice total differs from debit,Incorrect transaction amount,22636.06,False,False,False,True
SYN-00286,TXN-801765,amount taken is higher than agreed,Incorrect transaction amount,6687.07,False,False,False,True
SYN-00128,TXN-579123,unclear problem with this purchase,Other,7657.53,True,False,True,True
SYN-01161,TXN-299903,order never delivered although tracking says pending. merchant disagrees,Product not received,63439.37,False,False,False,True
SYN-00075,TXN-732556,duplicate payment appears on my card,Duplicate charge,41050.24,False,False,False,True
SYN-00292,TXN-925618,return completed but money not credited,Refund not processed,44766.52,False,False,False,True
SYN-01457,TXN-337336,my parcel has not arrived. please help,Product not received,54373.88,False,False,False,True
SYN-00635,TXN-907369,same transaction debited two times,Duplicate charge,42324.57,False,False,False,True
SYN-00812,TXN-802615,return completed but money not credited,Refund not processed,74809.71,False,True,True,True
SYN-00593,TXN-664781,did not receive the product. custmer says,Product not received,10671.26,False,False,False,True
SYN-00458,TXN-452058,item is different from its description,Product not as described,54750.32,False,False,False,True
SYN-01169,TXN-133773,order never delivered although tracking says pending,Product not received,42654.36,True,False,True,True
SYN-01521,TXN-523387,did not receive the product. custmer says,Product not received,46386.75,False,False,False,True
SYN-00932,TXN-144582,merchant has not processed my refund,Refund not processed,56848.34,True,False,True,True
SYN-00417,TXN-679720,my parcel has not arrived. merchant disagrees,Product not received,64339.75,True,False,True,True
SYN-00049,TXN-348237,did not receive the product. possible mix up,Product not received,56260.67,False,False,False,True
SYN-01373,TXN-264417,I never authorized this transaction,Transaction not recognized,17202.38,False,False,False,True
SYN-01569,TXN-348490,did not receive the product. urgent,Product not received,38424.97,True,False,True,True
SYN-00039,TXN-204837,membership was cancelled but billing continued,Subscription cancellation dispute,42311.49,True,False,True,True
SYN-01457,TXN-337336,my parcel has not arrived. please help,Product not received,54373.88,False,False,False,True
SYN-01159,TXN-774920,membership was cancelled but billing continued,Subscription cancellation dispute,38556.28,True,False,True,True
SYN-01545,TXN-180333,did not receive the product,Product not received,60983.93,True,False,True,True
SYN-00505,TXN-708502,order never delivered although tracking says pending,Product not received,47652.51,True,True,True,True
SYN-00540,TXN-195310,merchant has not processed y refund,Refund not processed,211.69,False,False,False,True
SYN-00377,TXN-896922,did not receive the product. possible mix up,Product not received,56807.37,False,False,False,True
SYN-00480,TXN-596025,unclear problem with this purchase,Other,42986.91,True,False,True,True
SYN-01276,TXN-188720,refund promised but not received,Refund not processed,56529.29,True,False,True,True
SYN-01529,TXN-863660,order never delivered although tracking says pending,Product not received,51240.3,False,False,False,True
SYN-00665,TXN-599284,my parcel has not arrived. possible mix up,Product not received,68662.29,True,False,True,True
SYN-00790,TXN-455193,charged the wrong amount,Incorrect transaction amount,23490.35,False,True,True,True
SYN-00489,TXN-597635,my parcel has not arrived,Product not received,72046.88,False,False,False,True
SYN-00337,TXN-724540,order never delivered although tracking says pending. ref tx,Product not received,46116.73,True,False,True,True
SYN-01487,TXN-652501,renewal debit after cancellation. merchant disagrees,Subscription cancellation dispute,33804.8,False,False,False,True
SYN-00169,TXN-797660,my parcel has not arrived,Product not received,26648.49,True,True,True,True
SYN-00865,TXN-223215,order never deliveredalthough tracking says pending,Product not received,17825.03,True,True,True,True
SYN-00918,TXN-615780,amount taken is higher than agreed,Incorrect transaction amount,31402.74,False,False,False,True
SYN-00525,TXN-376955,I do not rcognize this payment,Transaction not recognized,73301.34,False,False,False,True
SYN-00104,TXN-163156,payment dispute needs investigation,Other,42733.05,False,False,False,True
SYN-00835,TXN-112542,same transaction debited two times,Duplicate charge,62410.21,False,False,False,True
SYN-01013,TXN-608768,I do not recognize this payment,Transaction not recognized,53235.09,True,False,True,True
SYN-01506,TXN-689351,service was not as advertised,Product not as described,38816.07,False,False,False,True
SYN-01507,TXN-758756,same transaction debited two times,Duplicate charge,11776.36,False,False,False,True
SYN-01541,TXN-873768,I do not recogize this payment. please help,Transaction not recognized,51208.88,False,False,False,True
SYN-00663,TXN-187295,charged after cancelling subscription. ref tx,Subscription cancellation dispute,57421.49,True,False,True,True
SYN-00033,TXN-921414,order never delivered although tracking says pending. possible mix up,Product not received,54841.53,True,False,True,True
SYN-01401,TXN-124057,order never delivered although tracking says pending. possible mix up,Product not received,4244.05,False,False,False,True
SYN-00234,TXN-361736,product qulity and colour do not match,Product not as described,48786.79,False,False,False,True
SYN-00785,TXN-146168,my parcel has not arrived. please help,Product not received,506.42,False,False,False,True
SYN-00905,TXN-701596,order never delivered although tracking says pending,Product not received,56611.05,False,False,False,True
SYN-01241,TXN-645316,did not receive the product,Product not received,10907.62,True,False,True,True
SYN-00858,TXN-817318,item is different from its description,Product not as described,24452.1,False,False,False,True
SYN-00716,TXN-567262,refund promised but not received. custmer says,Refund not processed,29587.02,True,False,True,True
SYN-00861,TXN-265416,I do ot recognize this payment,Transaction not recognized,28333.98,False,False,False,True
SYN-01362,TXN-341292,item is different from its description,Product not as described,40308.24,False,False,False,True
SYN-00729,TXN-780956,did not receive the product. possible mix up,Product not received,22077.96,False,True,True,True
SYN-00240,TXN-236074,I have another issue with this transation. ref tx,Other,73729.28,False,False,False,True
SYN-00545,TXN-366641,my parcel has not arrived,Product not received,30808.37,False,False,False,True
SYN-00913,TXN-417960,order never delivered although tracking says pending,Product not received,10943.36,False,False,False,True
SYN-00548,TXN-633025,retur completed but money not credited. ref tx,Refund not processed,43966.61,False,False,False,True
SYN-00970,TXN-693616,product quality and colour do not match. custmer says,Product not as described,32642.03,False,False,False,True
SYN-00713,TXN-464831,my parcel has not arrived,Product not received,57863.2,True,True,True,True
SYN-01245,TXN-370143,unknown purcase on my statement,Transaction not recognized,16683.35,False,False,False,True
SYN-01001,TXN-298561,order never delivered although tracking says pending. possible mix up,Product not received,54557.49,True,False,True,True
SYN-01481,TXN-253703,my parcel has not arrived,Product not received,12713.56,False,False,False,True
SYN-00753,TXN-287567,did not receive the product,Product not received,33925.71,True,False,True,True
SYN-01432,TXN-289401,unclear problem with this purchse,Other,21327.52,False,True,True,True
SYN-01459,TXN-742515,chargd twice for the same order. possible mix up,Duplicate charge,24833.14,False,True,True,True
SYN-00272,TXN-412071,unclear problem with this purchase. ref tx,Other,17019.28,True,False,True,True
SYN-01585,TXN-542875,order never delivered although tracking says pending. urgent,Product not received,68912.92,True,False,True,True
SYN-00497,TXN-787991,my parcel has not arrived,Product not received,20910.27,True,False,True,True
SYN-01569,TXN-348490,did not receive the product. urgent,Product not received,38424.97,True,False,True,True
SYN-00529,TXN-938754,my parcel has not arrived. ref tx,Product not received,63830.08,True,False,True,True
SYN-00329,TXN-414546,order never delivered althogh tracking says pending,Product not received,52352.97,False,False,False,True
SYN-00321,TXN-453961,my parcel has not arrived. ref tx,Product not received,70771.09,True,False,True,True
SYN-01561,TXN-387592,my parcel has not arrived,Product not received,3086.78,True,False,True,True
SYN-01199,TXN-827418,charged after cancelling subscription,Subscription cancellation dispute,72933.01,False,False,False,True
SYN-00308,TXN-683761,refund promised but not received. urgent,Refund not processed,20780.79,False,False,False,True
SYN-00449,TXN-120896,order never delivered although tracking says pending,Product not received,45203.98,True,True,True,True
SYN-01025,TXN-599583,my parcel hasnot arrived,Product not received,66428.78,False,False,False,True
SYN-01282,TXN-828252,service was not as advertised,Product not as described,32015.11,True,False,True,True
SYN-00641,TXN-976960,did not receive the product. custmer says,Product not received,62653.38,True,False,True,True
SYN-00673,TXN-779956,did not receive the product. possible mix up,Product not received,20534.78,False,False,False,True
SYN-00713,TXN-464831,my parcel has not arrived,Product not received,57863.2,True,True,True,True
SYN-00676,TXN-108602,refun promised but not received,Refund not processed,32993.0,True,True,True,True
SYN-01102,TXN-682119,invoice total differs from debit,Incorrect transaction amount,72109.1,True,False,True,True
SYN-00313,TXN-299734,order never delivered althoughtracking says pending. custmer says,Product not received,54398.66,False,True,True,True
SYN-00167,TXN-820184,membership was cancelled but illing continued,Subscription cancellation dispute,71528.67,True,False,True,True
SYN-00225,TXN-938171,did not receive the product. merchant disagrees,Product not received,20635.88,True,False,True,True
SYN-00681,TXN-814544,my parcel has not arrived,Product not received,35566.82,False,False,False,True
SYN-01513,TXN-388548,order never delivered although tracking says pending,Product not received,27676.36,True,False,True,True
SYN-01348,TXN-728765,return completed but money not credited,Refund not processed,70407.1,False,False,False,True
SYN-00921,TXN-253235,my parcel has not arrived,Product not received,43707.34,True,False,True,True
SYN-00957,TXN-398254,I do not recognize this payment,Transaction not recognized,26586.08,False,False,False,True
SYN-00938,TXN-832045,service was notas advertised. custmer says,Product not as described,35708.19,False,False,False,True
SYN-00168,TXN-683397,payment dispute needs investiation. possible mix up,Other,60920.15,True,False,True,True
SYN-01017,TXN-513316,order never delivered although tracking says pending,Product not received,51111.51,True,False,True,True
SYN-00986,TXN-999308,product quality and colour do not match. custmer says,Product not as described,65047.95,False,True,True,True
SYN-01465,TXN-898598,my parcel has not arrived,Product not received,61086.67,False,False,False,True
SYN-01053,TXN-258522,unknown purchase on my statement,Transaction not recognized,41864.83,False,False,False,True
SYN-00592,TXN-610626,payment dispute needs investigation. custmer says,Other,58152.34,False,False,False,True
SYN-01545,TXN-180333,did not receive the product,Product not received,60983.93,True,False,True,True
SYN-01393,TXN-754974,order never delivered although tracking says pending,Product not received,38532.96,False,False,False,True
SYN-00961,TXN-829765,my parcel has not arrived. mechant disagrees,Product not received,20142.36,False,False,False,True
SYN-01281,TXN-500327,did not receive the product,Product not received,19270.81,False,True,True,True
SYN-00099,TXN-157174,charged twice for the same order,Duplicate charge,3603.62,False,True,True,True
SYN-00893,TXN-180685,I do not recognize this payment,Transaction not recognized,21769.57,True,False,True,True
SYN-00877,TXN-585242,I do not recognize this payment. possible mix up,Transaction not recognized,35616.45,False,False,False,True
SYN-01059,TXN-849941,charged twice for the same order,Duplicate charge,20097.24,True,True,True,True
SYN-00763,TXN-151413,duplicate payment appears on my card. ossible mix up,Duplicate charge,69044.7,False,False,False,True
SYN-00322,TXN-868367,product quality and colour do not match,Product not as described,34669.47,False,False,False,True
SYN-00031,TXN-989921,renewal debit after cancellation. custmer says,Subscription cancellation dispute,69492.18,False,False,False,True
SYN-01072,TXN-412434,payment dispute needs investigation. details missing,Other,9530.41,True,False,True,True
SYN-00864,TXN-852037,unclear problem with this purchase,Other,44800.74,True,False,True,True
SYN-00705,TXN-672130,order never delivered although tracking says pending,Product not received,18205.29,False,False,False,True
SYN-00481,TXN-447596,my parcel has not arrived. ref tx,Product not received,3099.97,False,False,False,True
SYN-00617,TXN-830550,order never delivered although tracking says pending,Product not received,57162.9,False,False,False,True
SYN-01568,TXN-666693,unclear problem with this purchase,Other,63735.52,True,False,True,True
SYN-00969,TXN-878261,did not receive the product,Product not received,72166.32,False,False,False,True
SYN-00466,TXN-614796,service was not as advertised. merchant disagrees,Product not as described,41314.31,True,False,True,True
SYN-00537,TXN-178501,my parcel has not arrived,Product not received,65232.16,False,False,False,True
SYN-01033,TXN-457915,did not receive the product. details missing,Product not received,60625.8,False,False,False,True
SYN-00281,TXN-976822,my parcel has not arrived,Product not received,68988.6,False,True,True,True
SYN-00529,TXN-938754,my parcel has not arrived. ref tx,Product not received,63830.08,True,False,True,True
SYN-00841,TXN-370782,order never delivered although tracking says pending. please help,Product not received,74697.7,True,False,True,True
SYN-01284,TXN-431727,merchant has not processed my refund,Refund not processed,61653.09,False,True,True,True
SYN-00929,TXN-726680,my parcel has not arrived,Product not received,61314.31,True,False,True,True
SYN-01385,TXN-864118,did not receive the product,Product not received,38818.82,True,False,True,True
SYN-01427,TXN-126885,same transaction debited two times,Duplicate charge,7174.52,True,False,True,True
SYN-00825,TXN-791174,order never deliered although tracking says pending. merchant disagrees,Product not received,55474.49,False,False,False,True
SYN-01152,TXN-887623,payment dispute needs investigation,Other,66205.05,True,False,True,True
SYN-00619,TXN-223552,same transaction debited two times,Duplicate charge,43433.02,False,False,False,True
SYN-01513,TXN-388548,order never delivered although tracking says pending,Product not received,27676.36,True,False,True,True
SYN-01274,TXN-223025,service was not as advertised,Product not as described,49461.62,False,False,False,True
SYN-01600,TXN-264340,unclear problem with this purchase. merchant disagrees,Other,5760.48,False,False,True,True
SYN-00707,TXN-416503,charged twice for the same order,Duplicate charge,74507.21,False,False,False,True
SYN-00625,TXN-766764,order never delivered although tracking says pending,Product not received,29304.34,False,True,True,True
SYN-00239,TXN-310743,renewal debit after cancellation,Subscription cancellation dispute,16972.5,True,False,True,True
SYN-01407,TXN-431890,renewal debit after cancellation. custmer says,Subscription cancellation dispute,55306.34,False,False,False,True
SYN-00207,TXN-500422,charged after cancelling subscription,Subscription cancellation dispute,21275.81,False,False,False,True
SYN-01594,TXN-277545,service was not as advertised. merchant disagrees,Product not as described,33030.41,True,False,True,True
SYN-00881,TXN-779099,my parcel has not arrived. pssible mix up,Product not received,22324.42,False,True,True,True
SYN-01033,TXN-457915,did not receive the product. details missing,Product not received,60625.8,False,False,False,True
SYN-01194,TXN-298754,service was not as advertised. urgnt,Product not as described,42241.21,True,False,True,True
SYN-01229,TXN-562139,I do not recognize this payment,Transaction not recognized,65396.71,True,False,True,True
SYN-00283,TXN-617904,charged twice for the sme order. details missing,Duplicate charge,40838.42,True,False,True,True
SYN-00521,TXN-738584,my parcel has not arrived,Product not received,37430.38,True,False,True,True
SYN-00489,TXN-597635,my parcel has not arrived,Product not received,72046.88,False,False,False,True
SYN-00468,TXN-923002,refund promised but not received. urgent,Refund not processed,8839.18,False,False,False,True
SYN-01015,TXN-322713,charged after cancelling subscription,Subscription cancellation dispute,49802.36,False,False,False,True
SYN-00901,TXN-562305,I never authorized this transaction,Transaction not recognized,43174.06,True,False,True,True
SYN-00529,TXN-938754,my parcel has not arrived. ref tx,Product not received,63830.08,True,False,True,True
SYN-01239,TXN-875112,charged after cancelling subscription,Subscription cancellation dispute,36442.79,False,False,False,True
SYN-00891,TXN-406461,duplicate payment appears on my card,Duplicate charge,61938.18,False,False,False,True
SYN-01208,TXN-248407,payment dispute neds investigation,Other,47650.28,True,False,True,True
SYN-01185,TXN-515943,did not receive the product. plase help,Product not received,64211.69,False,False,False,True
SYN-00230,TXN-160144,amount taken is higher than agreed,Incorrect transaction amount,73506.02,False,False,False,True
SYN-00382,TXN-812296,amount taken is higher than agreed. custmer says,Incorrect transaction amount,38677.76,False,False,False,True
SYN-00552,TXN-680472,unclear problem with this purchase,Other,55313.77,False,False,True,True
SYN-00646,TXN-108827,amount taken is higher than agreed,Incorrect transaction amount,23810.03,True,False,True,True
SYN-01289,TXN-433443,did not receive the product,Product not received,3786.7,True,True,True,True
SYN-00545,TXN-366641,my parcel has not arrived,Product not received,30808.37,False,False,False,True
SYN-00925,TXN-113524,unknown purchase on my statement. custmer says,Transaction not recognized,61783.77,True,False,True,True
SYN-00358,TXN-332785,invoice total differs from debit,Incorrect transaction amount,7574.87,False,True,True,True
SYN-01132,TXN-301831,return completed but money not credited. custmer says,Refund not processed,24748.21,False,False,False,True
SYN-00641,TXN-976960,did not receive the product. custmer says,Product not received,62653.38,True,False,True,True
SYN-00321,TXN-453961,my parcel has not arrived. ref tx,Product not received,70771.09,True,False,True,True
SYN-00336,TXN-881667,unclear problem with this purchase. possible mix up,Other,6065.47,False,False,True,True
SYN-00777,TXN-661916,order never delivered although tracing says pending,Product not received,23798.93,True,False,True,True
SYN-00909,TXN-303895,I do not recognize this payment. possible mix up,Transaction not recognized,38481.22,False,True,True,True
SYN-00985,TXN-679577,did not receive the product,Product not received,18126.99,False,False,False,True
SYN-00860,TXN-559969,merchant has not processed my refund. merchant disagrees,Refund not processed,41594.45,False,False,False,True
SYN-00001,TXN-671858,did not receive the product. custmer says,Product not received,50816.8,True,False,True,True
SYN-00274,TXN-461899,service was not as advertised. please help,Product not as described,29710.42,False,False,False,True
SYN-00652,TXN-414608,refund promised but not received,Refund not processed,58942.69,False,False,False,True
SYN-00642,TXN-616596,service was not as advertised,Product not as described,71692.28,True,True,True,True
SYN-00476,TXN-946561,merchant has not processed my refund. possible mix up,Refund not processed,68328.09,False,False,False,True
SYN-01265,TXN-722217,my parcel has not arrived. ref tx,Product not received,48826.97,True,False,True,True
SYN-00841,TXN-370782,order never delivered although tracking says pending. please help,Product not received,74697.7,True,False,True,True
SYN-01214,TXN-689448,charged the wrong amount,Incorrect transaction amount,21384.57,False,False,False,True
SYN-01457,TXN-337336,my parcel has not arrived. please help,Product not received,54373.88,False,False,False,True
SYN-01398,TXN-444688,charged the wrong amount. please help,Incorrect transaction amount,15119.63,False,False,False,True
SYN-01257,TXN-155119,order never delivered although tracking says pending. custmer says,Product not received,52590.17,False,False,False,True
SYN-00675,TXN-259540,same transaction debited two times,Duplicate charge,24183.47,False,False,False,True
SYN-00824,TXN-745710,unclear problem with this purchase ref tx,Other,19052.66,True,False,True,True
SYN-00380,TXN-274044,refund promised but not received. custmer says,Refund not processed,47530.88,False,False,False,True
SYN-01439,TXN-589730,charged after cancelling subscription. ref tx,Subscription cancellation dispute,48963.61,True,False,True,True
SYN-01585,TXN-542875,order never delivered although tracking says pending. urgent,Product not received,68912.92,True,False,True,True
SYN-00729,TXN-780956,did not receive the product. possible mix up,Product not received,22077.96,False,True,True,True
SYN-00632,TXN-464354,unclear problem with this purchase. please help,Other,43802.93,False,False,True,True
SYN-00074,TXN-890075,item is different from its description,Product not as described,26510.91,False,True,True,True
SYN-00328,TXN-471658,I have another issue with this transaction,Other,19080.13,True,False,True,True
SYN-00577,TXN-191772,did not receive the prouct,Product not received,25011.64,True,False,True,True
SYN-01417,TXN-709467,my parcel has not arrived,Product not received,33418.38,False,True,True,True
SYN-01368,TXN-131652,I have another issue with this transaction,Other,65311.55,True,False,True,True
SYN-00577,TXN-191772,did not receive the prouct,Product not received,25011.64,True,False,True,True
SYN-00256,TXN-593446,I have another issuewith this transaction,Other,49138.31,False,False,False,True
SYN-00657,TXN-586279,did not receive the product,Product not received,46101.66,False,True,True,True
SYN-00345,TXN-541557,order never delivered although tracking says pending. merchant disagrees,Product not received,32713.22,False,True,True,True
SYN-00047,TXN-423232,charged after cancelling subscription,Subscription cancellation dispute,9732.05,False,True,True,True
SYN-00672,TXN-542750,payment dispute needs investigation. custmer says,Other,19870.19,False,False,False,True
SYN-01332,TXN-273558,return completed but money not credited. possible mix up,Refund not processed,72871.05,False,False,False,True
SYN-00807,TXN-555844,renewal debit after cancellation,Subscription cancellation dispute,68903.84,False,False,False,True
SYN-00972,TXN-987060,merchant has not processed my refund,Refund not processed,47617.41,False,False,False,True
SYN-01322,TXN-735984,item is different from its description. please help,Product not as described,21155.2,True,False,True,True
SYN-01213,TXN-663292,unknown purchase on my statement. ref tx,Transaction not recognized,22656.62,True,False,True,True
SYN-00068,TXN-954596,return completed but money not credited,Refund not processed,33303.93,True,False,True,True
SYN-00185,TXN-332335,my parcel has not arrived. details missing,Product not received,55985.95,True,False,True,True
SYN-01240,TXN-790318,unclear problem with this purchase,Other,35813.4,False,False,True,True
SYN-01562,TXN-696053,product quality and colour do not match. merchant disagrees,Product not as described,9497.24,False,False,False,True
SYN-01356,TXN-957276,merchant has not processed my refund,Refund not processed,22756.27,True,False,True,True
SYN-01505,TXN-227341,did not receive the roduct. details missing,Product not received,64850.56,False,False,False,True
SYN-00064,TXN-534572,I have another issue with this transaction. please help,Other,5646.62,False,False,False,True
SYN-00737,TXN-821978,my parcel has not arrived,Product not received,10529.74,False,False,False,True
SYN-00999,TXN-224269,charged after cancelling subscription. details missing,Subscription cancellation dispute,50585.7,False,False,False,True
SYN-01351,TXN-207809,charged after cancelling subscription. details missing,Subscription cancellation dispute,61904.21,False,True,True,True
SYN-00457,TXN-435039,did not receive the product. detals missing,Product not received,18001.33,True,False,True,True
SYN-01404,TXN-539459,refund promised but not received. ref tx,Refund not processed,26325.21,False,True,True,True
SYN-01285,TXN-817204,unknown purchase on my statement,Transaction not recognized,39953.5,True,False,True,True
SYN-01244,TXN-210592,return completed but money not credited,Refund not processed,52552.89,True,False,True,True
SYN-00906,TXN-602248,service was not as advertised. details missing,Product not as described,8600.32,False,False,False,True
SYN-00869,TXN-663463,unknown purchase on my statement,Transaction not recognized,4122.8,False,True,True,True
SYN-01076,TXN-546370,refund promised but not received. details missing,Refund not processed,11161.33,False,False,False,True
